,unique_tx,city,state,zipcode,credit_card_limit,date,transaction_dollar_amount,Long,Lat,date_only,hour_only,day_of_the_week,num_day,month_only,year_only,session,classification
240244,7785144321913880,Washington,NH,3280,8000,2015-08-15 21:18:37,43.62,21.2050522403749,36.5519520106099,2015-08-15,21,Saturday,6,8,2015,Evening-Night,Fraud
240253,7785144321913880,Washington,NH,3280,8000,2015-08-23 02:53:10,67.63,177.055127507463,34.7698864986619,2015-08-23,2,Sunday,0,8,2015,Late Night,Fraud
240277,7053196367895112,New York,NY,10001,18000,2015-08-28 16:42:00,43.42,135.19705989954,65.5233393626445,2015-08-28,16,Friday,5,8,2015,Afternoon,Fraud
240288,7053196367895112,New York,NY,10001,18000,2015-09-07 21:44:46,75.04,84.0074822784635,51.6257205669527,2015-09-07,21,Monday,1,9,2015,Evening-Night,Fraud
240328,7053196367895112,New York,NY,10001,18000,2015-10-10 07:09:59,39.33,-73.9327604697008,40.7687512485515,2015-10-10,7,Saturday,6,10,2015,Morning,Fraud
240418,7053196367895112,New York,NY,10001,18000,2015-08-06 20:41:30,68.3,142.498940478728,24.9335518921492,2015-08-06,20,Thursday,4,8,2015,Evening-Night,Fraud
240432,7053196367895112,New York,NY,10001,18000,2015-10-07 13:21:09,75.5,121.540565575088,38.0432207384686,2015-10-07,13,Wednesday,3,10,2015,Afternoon,Fraud
240449,7053196367895112,New York,NY,10001,18000,2015-10-28 21:24:53,92.52,72.2456216296132,42.6052845155669,2015-10-28,21,Wednesday,3,10,2015,Evening-Night,Fraud
240501,7053196367895112,New York,NY,10001,18000,2015-07-31 11:03:48,12.09,-74.0275614326073,40.6896150543123,2015-07-31,11,Friday,5,7,2015,Morning,Fraud
240545,7053196367895112,New York,NY,10001,18000,2015-08-02 20:09:46,83.7,11.3907097378144,-33.3199565431545,2015-08-02,20,Sunday,0,8,2015,Evening-Night,Fraud
240574,7053196367895112,New York,NY,10001,18000,2015-08-19 23:45:59,9.4,114.087975424398,33.0003792961716,2015-08-19,23,Wednesday,3,8,2015,Evening-Night,Fraud
240647,7053196367895112,New York,NY,10001,18000,2015-10-07 18:55:24,82.23,53.4869662141299,-9.7604113674004,2015-10-07,18,Wednesday,3,10,2015,Afternoon,Fraud
240668,7053196367895112,New York,NY,10001,18000,2015-09-16 18:23:33,91.2,7.65718779501952,-4.28557191651378,2015-09-16,18,Wednesday,3,9,2015,Afternoon,Fraud
240685,7053196367895112,New York,NY,10001,18000,2015-09-02 04:27:32,62.43,7.25184660825818,27.9686110001342,2015-09-02,4,Wednesday,3,9,2015,Late Night,Fraud
240712,7053196367895112,New York,NY,10001,18000,2015-10-29 20:50:28,126.53,4.32846742818363,34.4229634071999,2015-10-29,20,Thursday,4,10,2015,Evening-Night,Fraud
240882,6292410823269309,Washington,NH,3280,2000,2015-10-26 02:03:37,51.9,-72.1003724333046,43.2460645219928,2015-10-26,2,Monday,1,10,2015,Late Night,Fraud
240886,6292410823269309,Washington,NH,3280,2000,2015-09-22 04:10:32,89.2,114.155138457724,26.3606626884505,2015-09-22,4,Tuesday,2,9,2015,Late Night,Fraud
240908,6292410823269309,Washington,NH,3280,2000,2015-08-22 01:32:55,117.1,-72.1793314313534,43.1487064092341,2015-08-22,1,Saturday,6,8,2015,Late Night,Fraud
240918,6292410823269309,Washington,NH,3280,2000,2015-08-13 20:02:09,76.97,-8.72615342537319,31.0105615433561,2015-08-13,20,Thursday,4,8,2015,Evening-Night,Fraud
240929,6292410823269309,Washington,NH,3280,2000,2015-08-29 01:04:24,122.89,-72.1540588569991,43.1758237346174,2015-08-29,1,Saturday,6,8,2015,Late Night,Fraud
240935,6292410823269309,Washington,NH,3280,2000,2015-10-15 18:48:50,48.88,103.205680912058,34.7314374961795,2015-10-15,18,Thursday,4,10,2015,Afternoon,Fraud
240953,6292410823269309,Washington,NH,3280,2000,2015-10-08 02:11:52,852.92,-72.1296656643485,43.2284191559368,2015-10-08,2,Thursday,4,10,2015,Late Night,Fraud
240962,6292410823269309,Washington,NH,3280,2000,2015-09-13 01:07:12,900.76,-72.0193813729811,43.1494172481065,2015-09-13,1,Sunday,0,9,2015,Late Night,Fraud
241016,7096354853697942,Dallas,PA,18612,12000,2015-08-13 19:36:38,5.84,89.3793645836765,-20.6532690771388,2015-08-13,19,Thursday,4,8,2015,Evening-Night,Fraud
241026,7096354853697942,Dallas,PA,18612,12000,2015-10-02 18:44:59,28.0,21.3545572795667,34.7506251408277,2015-10-02,18,Friday,5,10,2015,Afternoon,Fraud
241038,7096354853697942,Dallas,PA,18612,12000,2015-10-14 21:40:49,51.16,126.379718130351,41.5397223617965,2015-10-14,21,Wednesday,3,10,2015,Evening-Night,Fraud
241143,7096354853697942,Dallas,PA,18612,12000,2015-10-03 08:54:46,75.0,-75.9485334108047,41.4275491002854,2015-10-03,8,Saturday,6,10,2015,Morning,Fraud
241227,7096354853697942,Dallas,PA,18612,12000,2015-10-02 01:31:00,71.1,-149.823406476992,11.6270668178236,2015-10-02,1,Friday,5,10,2015,Late Night,Fraud
241245,7096354853697942,Dallas,PA,18612,12000,2015-09-16 01:23:46,18.38,94.4308660523148,52.4317872895201,2015-09-16,1,Wednesday,3,9,2015,Late Night,Fraud
241324,7096354853697942,Dallas,PA,18612,12000,2015-08-20 19:12:03,66.03,122.053521772214,4.79486178816438,2015-08-20,19,Thursday,4,8,2015,Evening-Night,Fraud
241347,7096354853697942,Dallas,PA,18612,12000,2015-09-26 02:52:28,61.98,47.9355286537715,44.4132003434806,2015-09-26,2,Saturday,6,9,2015,Late Night,Fraud
241360,7096354853697942,Dallas,PA,18612,12000,2015-10-09 21:54:44,31.31,109.372456381123,73.4899266944714,2015-10-09,21,Friday,5,10,2015,Evening-Night,Fraud
241421,7096354853697942,Dallas,PA,18612,12000,2015-09-02 20:38:28,17.5,37.6615083007633,-17.8676001145901,2015-09-02,20,Wednesday,3,9,2015,Evening-Night,Fraud
241532,1498307521782517,Washington,NH,3280,12000,2015-09-15 17:57:40,76.9,17.7558874341177,37.4400278652184,2015-09-15,17,Tuesday,2,9,2015,Afternoon,Fraud
241690,1498307521782517,Washington,NH,3280,12000,2015-10-24 04:01:22,14.96,-72.1044674840743,43.246972480512,2015-10-24,4,Saturday,6,10,2015,Late Night,Fraud
241774,1498307521782517,Washington,NH,3280,12000,2015-09-11 23:43:26,10.66,-3.41004917572796,32.7478316847906,2015-09-11,23,Friday,5,9,2015,Evening-Night,Fraud
241791,1498307521782517,Washington,NH,3280,12000,2015-10-26 07:10:01,73.76,-72.1337964421579,43.2424083185877,2015-10-26,7,Monday,1,10,2015,Morning,Fraud
241865,1498307521782517,Washington,NH,3280,12000,2015-07-31 17:39:37,35.8,13.9659683747929,45.4698435289682,2015-07-31,17,Friday,5,7,2015,Afternoon,Fraud
241885,4639173013775632,Dallas,PA,18612,5000,2015-08-15 01:29:07,90.64,-75.9648985207041,41.3905775655973,2015-08-15,1,Saturday,6,8,2015,Late Night,Fraud
241886,4639173013775632,Dallas,PA,18612,5000,2015-08-20 01:09:12,89.03,-76.0573852101434,41.3339940998309,2015-08-20,1,Thursday,4,8,2015,Late Night,Fraud
241951,4639173013775632,Dallas,PA,18612,5000,2015-09-24 22:26:20,78.66,13.6777095210946,68.5414555755391,2015-09-24,22,Thursday,4,9,2015,Evening-Night,Fraud
241962,4639173013775632,Dallas,PA,18612,5000,2015-09-21 21:53:56,40.7,15.8481533797081,49.9411831196654,2015-09-21,21,Monday,1,9,2015,Evening-Night,Fraud
241989,6841733273104926,Washington,NH,3280,8000,2015-08-30 00:24:17,49.16,34.5359527932716,60.9457824338583,2015-08-30,24,Sunday,0,8,2015,Evening-Night,Fraud
242051,6841733273104926,Washington,NH,3280,8000,2015-08-06 21:02:22,37.06,105.756280504022,63.1241073110478,2015-08-06,21,Thursday,4,8,2015,Evening-Night,Fraud
242178,6841733273104926,Washington,NH,3280,8000,2015-08-11 14:52:09,7.36,5.21956980659817,4.57309510347277,2015-08-11,14,Tuesday,2,8,2015,Afternoon,Fraud
242237,8117664962797683,Portland,ME,4101,2000,2015-08-29 01:55:31,11.45,-70.2331714993295,43.6101918892054,2015-08-29,1,Saturday,6,8,2015,Late Night,Fraud
242238,8117664962797683,Portland,ME,4101,2000,2015-08-03 19:55:34,14.81,13.3311235401028,52.2461537672547,2015-08-03,19,Monday,1,8,2015,Evening-Night,Fraud
242282,8117664962797683,Portland,ME,4101,2000,2015-08-03 20:59:59,8.13,55.4294819012936,-12.7081703719734,2015-08-03,20,Monday,1,8,2015,Evening-Night,Fraud
242284,8117664962797683,Portland,ME,4101,2000,2015-10-10 01:32:09,5.7,-70.3199899939808,43.696014480847,2015-10-10,1,Saturday,6,10,2015,Late Night,Fraud
242287,8117664962797683,Portland,ME,4101,2000,2015-08-12 05:12:03,8.53,-70.1964395428881,43.6108327327571,2015-08-12,5,Wednesday,3,8,2015,Late Night,Fraud
242288,8117664962797683,Portland,ME,4101,2000,2015-08-02 03:26:17,5.66,-70.2649184360748,43.6259410394349,2015-08-02,3,Sunday,0,8,2015,Late Night,Fraud
242297,8117664962797683,Portland,ME,4101,2000,2015-10-16 01:44:02,17.09,-70.1727973471609,43.6671283954683,2015-10-16,1,Friday,5,10,2015,Late Night,Fraud
242310,8117664962797683,Portland,ME,4101,2000,2015-08-29 01:57:06,11.56,65.6533901765283,64.2862686958276,2015-08-29,1,Saturday,6,8,2015,Late Night,Fraud
242312,8117664962797683,Portland,ME,4101,2000,2015-09-20 02:29:11,10.05,-70.2951944936688,43.6979080692794,2015-09-20,2,Sunday,0,9,2015,Late Night,Fraud
242330,8117664962797683,Portland,ME,4101,2000,2015-10-08 01:28:25,17.19,-70.23575331228,43.6615350007916,2015-10-08,1,Thursday,4,10,2015,Late Night,Fraud
242339,8117664962797683,Portland,ME,4101,2000,2015-10-03 02:35:54,7.69,-70.3452370389418,43.6412125271041,2015-10-03,2,Saturday,6,10,2015,Late Night,Fraud
242346,8117664962797683,Portland,ME,4101,2000,2015-09-26 02:03:14,8.43,-70.3206499335345,43.6867540968922,2015-09-26,2,Saturday,6,9,2015,Late Night,Fraud
242352,8117664962797683,Portland,ME,4101,2000,2015-10-09 01:37:10,7.21,-70.2382133637398,43.6317068569758,2015-10-09,1,Friday,5,10,2015,Late Night,Fraud
242396,8117664962797683,Portland,ME,4101,2000,2015-10-21 01:46:42,6.98,-70.2485461057779,43.6671105855545,2015-10-21,1,Wednesday,3,10,2015,Late Night,Fraud
242412,8117664962797683,Portland,ME,4101,2000,2015-08-12 02:10:13,15.8,-70.2468772094177,43.6461531290459,2015-08-12,2,Wednesday,3,8,2015,Late Night,Fraud
242419,8117664962797683,Portland,ME,4101,2000,2015-08-22 03:02:53,7.6,-70.1815009058183,43.6407804779892,2015-08-22,3,Saturday,6,8,2015,Late Night,Fraud
242426,8117664962797683,Portland,ME,4101,2000,2015-10-30 02:10:40,5.03,-70.3304411189689,43.6515983875552,2015-10-30,2,Friday,5,10,2015,Late Night,Fraud
242431,8117664962797683,Portland,ME,4101,2000,2015-10-09 11:56:51,6.78,-70.3198657893809,43.5988327978821,2015-10-09,11,Friday,5,10,2015,Morning,Fraud
242479,9946917923319410,Washington,NH,3280,15000,2015-10-20 20:36:54,126.19,123.365268251943,-24.8902212287886,2015-10-20,20,Tuesday,2,10,2015,Evening-Night,Fraud
242510,9946917923319410,Washington,NH,3280,15000,2015-09-12 22:54:47,71.09,55.4363638497605,53.4396137859598,2015-09-12,22,Saturday,6,9,2015,Evening-Night,Fraud
242516,9946917923319410,Washington,NH,3280,15000,2015-09-05 22:32:34,37.1,109.221364116757,58.526367275771,2015-09-05,22,Saturday,6,9,2015,Evening-Night,Fraud
242519,9946917923319410,Washington,NH,3280,15000,2015-10-18 12:52:01,0.57,-72.1442506376564,43.1019137464249,2015-10-18,12,Sunday,0,10,2015,Morning,Fraud
242523,9946917923319410,Washington,NH,3280,15000,2015-08-05 12:58:24,36.83,-72.021872084865,43.1922217481506,2015-08-05,12,Wednesday,3,8,2015,Morning,Fraud
242618,9946917923319410,Washington,NH,3280,15000,2015-09-05 00:22:34,0.01,-72.1701169568956,43.1267723071099,2015-09-05,24,Saturday,6,9,2015,Evening-Night,Fraud
242671,9946917923319410,Washington,NH,3280,15000,2015-09-17 02:28:02,68.95,31.4393269634402,27.2069946886431,2015-09-17,2,Thursday,4,9,2015,Late Night,Fraud
242701,9946917923319410,Washington,NH,3280,15000,2015-09-21 19:55:01,83.93,55.9745320936634,3.60914185370395,2015-09-21,19,Monday,1,9,2015,Evening-Night,Fraud
242726,9946917923319410,Washington,NH,3280,15000,2015-10-03 19:00:03,961.04,8.49388298691005,9.65857301822868,2015-10-03,19,Saturday,6,10,2015,Evening-Night,Fraud
242756,9946917923319410,Washington,NH,3280,15000,2015-09-03 21:11:26,68.12,167.79814384266,50.5456127395086,2015-09-03,21,Thursday,4,9,2015,Evening-Night,Fraud
242780,6368470078113844,Dallas,PA,18612,3000,2015-08-08 02:52:21,8.16,-75.9478154567564,41.2971496489386,2015-08-08,2,Saturday,6,8,2015,Late Night,Fraud
242782,6368470078113844,Dallas,PA,18612,3000,2015-10-20 21:28:57,37.09,-2.87116817958189,36.2775940939458,2015-10-20,21,Tuesday,2,10,2015,Evening-Night,Fraud
242794,6368470078113844,Dallas,PA,18612,3000,2015-10-22 16:55:48,50.16,28.9314714500523,39.8345073826603,2015-10-22,16,Thursday,4,10,2015,Afternoon,Fraud
242987,3970322957269847,New York,NY,10001,20000,2015-09-28 02:39:30,116.17,150.858307195961,10.0647196069081,2015-09-28,2,Monday,1,9,2015,Late Night,Fraud
242997,3970322957269847,New York,NY,10001,20000,2015-10-25 01:20:03,0.1,-74.0005751320137,40.6749581513207,2015-10-25,1,Sunday,0,10,2015,Late Night,Fraud
243085,3970322957269847,New York,NY,10001,20000,2015-08-31 19:05:46,90.77,3.36394742107336,-19.8174042290308,2015-08-31,19,Monday,1,8,2015,Evening-Night,Fraud
243137,3970322957269847,New York,NY,10001,20000,2015-08-12 17:59:08,91.75,7.87159012560047,50.2177505745472,2015-08-12,17,Wednesday,3,8,2015,Afternoon,Fraud
243359,8779597037686839,Houston,PA,15342,10000,2015-08-18 15:46:02,116.22,13.6648394474765,9.7657894796291,2015-08-18,15,Tuesday,2,8,2015,Afternoon,Fraud
243376,8779597037686839,Houston,PA,15342,10000,2015-09-19 23:35:38,92.84,118.595811114508,49.0650251987293,2015-09-19,23,Saturday,6,9,2015,Evening-Night,Fraud
243463,5996982621454469,Washington,NH,3280,10000,2015-08-27 19:04:19,49.61,97.2352467754484,66.3515154012028,2015-08-27,19,Thursday,4,8,2015,Evening-Night,Fraud
243502,5996982621454469,Washington,NH,3280,10000,2015-08-22 02:19:48,921.29,-72.1774383576555,43.179046105746,2015-08-22,2,Saturday,6,8,2015,Late Night,Fraud
243510,5996982621454469,Washington,NH,3280,10000,2015-10-28 21:53:49,69.23,5.16756243948065,37.9968028335292,2015-10-28,21,Wednesday,3,10,2015,Evening-Night,Fraud
243605,5996982621454469,Washington,NH,3280,10000,2015-08-10 22:19:59,28.6,45.755415714391,31.3226908407182,2015-08-10,22,Monday,1,8,2015,Evening-Night,Fraud
243659,5996982621454469,Washington,NH,3280,10000,2015-08-01 01:29:51,70.28,117.812521563229,31.3970150328865,2015-08-01,1,Saturday,6,8,2015,Late Night,Fraud
243784,5996982621454469,Washington,NH,3280,10000,2015-10-24 17:44:07,36.95,58.8852483258418,49.4036071800869,2015-10-24,17,Saturday,6,10,2015,Afternoon,Fraud
243800,5996982621454469,Washington,NH,3280,10000,2015-10-21 07:39:44,60.79,-72.1673855629653,43.1232708112354,2015-10-21,7,Wednesday,3,10,2015,Morning,Fraud
243834,5996982621454469,Washington,NH,3280,10000,2015-08-08 18:34:17,52.19,16.702903508168,37.451901754342,2015-08-08,18,Saturday,6,8,2015,Afternoon,Fraud
243866,5996982621454469,Washington,NH,3280,10000,2015-08-11 20:51:17,45.24,10.0300144403848,3.29896225966718,2015-08-11,20,Tuesday,2,8,2015,Evening-Night,Fraud
243871,5996982621454469,Washington,NH,3280,10000,2015-10-01 22:35:19,48.18,139.7868890257,-19.5860274836896,2015-10-01,22,Thursday,4,10,2015,Evening-Night,Fraud
243920,7242139332065500,Washington,NH,3280,9000,2015-10-21 18:28:42,83.51,17.6464467615876,41.8511437440445,2015-10-21,18,Wednesday,3,10,2015,Afternoon,Fraud
243932,7242139332065500,Washington,NH,3280,9000,2015-08-03 00:01:38,46.92,101.51878090981,47.0024006517292,2015-08-03,24,Monday,1,8,2015,Evening-Night,Fraud
243936,7242139332065500,Washington,NH,3280,9000,2015-08-21 22:43:13,87.92,42.8195240609321,9.23302915139563,2015-08-21,22,Friday,5,8,2015,Evening-Night,Fraud
243960,9101701756819166,Milwaukee,NC,27854,10000,2015-08-19 01:26:27,54.97,11.5951466495068,-36.7571068489233,2015-08-19,1,Wednesday,3,8,2015,Late Night,Fraud
244012,9560420950294884,Garfield,NJ,7026,21000,2015-08-24 21:18:04,58.13,8.92842151714813,46.6225307360841,2015-08-24,21,Monday,1,8,2015,Evening-Night,Fraud
244019,9560420950294884,Garfield,NJ,7026,21000,2015-08-19 12:31:13,93.26,-74.1070882559516,40.960494362404,2015-08-19,12,Wednesday,3,8,2015,Morning,Fraud
244102,9560420950294884,Garfield,NJ,7026,21000,2015-08-31 23:24:43,0.14,-74.1466868401933,40.9414138132191,2015-08-31,23,Monday,1,8,2015,Evening-Night,Fraud
244116,9560420950294884,Garfield,NJ,7026,21000,2015-08-23 19:30:33,0.07,-74.0738025869826,40.9609370957587,2015-08-23,19,Sunday,0,8,2015,Evening-Night,Fraud
244250,9560420950294884,Garfield,NJ,7026,21000,2015-08-31 17:32:53,33.37,44.4469952975696,51.365816877137,2015-08-31,17,Monday,1,8,2015,Afternoon,Fraud
244276,9560420950294884,Garfield,NJ,7026,21000,2015-08-21 21:52:19,59.47,1.35970686334856,0.53919637631385,2015-08-21,21,Friday,5,8,2015,Evening-Night,Fraud
244353,9560420950294884,Garfield,NJ,7026,21000,2015-08-06 12:56:00,55.85,-74.1920503323845,40.8507239428796,2015-08-06,12,Thursday,4,8,2015,Morning,Fraud
244387,9560420950294884,Garfield,NJ,7026,21000,2015-07-31 16:31:31,0.06,-74.1718716833484,40.8380686462845,2015-07-31,16,Friday,5,7,2015,Afternoon,Fraud
244393,9560420950294884,Garfield,NJ,7026,21000,2015-10-17 22:51:03,171.48,16.8793997524442,36.5508305806103,2015-10-17,22,Saturday,6,10,2015,Evening-Night,Fraud
244511,4616880410668126,Denver,NY,12421,10000,2015-08-18 20:40:33,16.44,73.7021863195485,16.6281387698344,2015-08-18,20,Tuesday,2,8,2015,Evening-Night,Fraud
244548,4616880410668126,Denver,NY,12421,10000,2015-08-12 20:09:15,41.52,14.300700105538,5.32138152430968,2015-08-12,20,Wednesday,3,8,2015,Evening-Night,Fraud
244685,4616880410668126,Denver,NY,12421,10000,2015-08-15 12:13:10,35.65,-74.5660876270466,42.2973628416894,2015-08-15,12,Saturday,6,8,2015,Morning,Fraud
244702,4616880410668126,Denver,NY,12421,10000,2015-08-26 23:11:33,28.34,125.509704568077,49.5096561479445,2015-08-26,23,Wednesday,3,8,2015,Evening-Night,Fraud
244724,4616880410668126,Denver,NY,12421,10000,2015-07-31 18:18:28,38.08,42.5434500829719,52.4887383891359,2015-07-31,18,Friday,5,7,2015,Afternoon,Fraud
244729,4616880410668126,Denver,NY,12421,10000,2015-10-24 08:12:51,17.47,-74.4669033219133,42.2533827505312,2015-10-24,8,Saturday,6,10,2015,Morning,Fraud
244734,4616880410668126,Denver,NY,12421,10000,2015-08-28 12:21:24,18.87,-74.5150786216597,42.3088816633348,2015-08-28,12,Friday,5,8,2015,Morning,Fraud
244810,4616880410668126,Denver,NY,12421,10000,2015-08-04 00:01:34,11.84,73.2274222275733,41.8093836590484,2015-08-04,24,Tuesday,2,8,2015,Evening-Night,Fraud
244875,4052848131106690,Dallas,PA,18612,9000,2015-09-18 14:45:11,48.59,115.211200589906,22.550633966466,2015-09-18,14,Friday,5,9,2015,Afternoon,Fraud
244880,4052848131106690,Dallas,PA,18612,9000,2015-09-18 20:58:20,26.82,48.3205144721276,39.9285646413201,2015-09-18,20,Friday,5,9,2015,Evening-Night,Fraud
244909,4052848131106690,Dallas,PA,18612,9000,2015-09-05 01:09:19,40.18,-75.9218455715674,41.3942271418668,2015-09-05,1,Saturday,6,9,2015,Late Night,Fraud
244913,4052848131106690,Dallas,PA,18612,9000,2015-09-05 02:02:32,63.66,-75.9725090131496,41.3977690405836,2015-09-05,2,Saturday,6,9,2015,Late Night,Fraud
244921,4052848131106690,Dallas,PA,18612,9000,2015-09-19 01:44:45,45.22,-75.977243820438,41.2655542059219,2015-09-19,1,Saturday,6,9,2015,Late Night,Fraud
244943,4052848131106690,Dallas,PA,18612,9000,2015-08-21 12:43:16,25.69,-75.9521423352717,41.2868011780785,2015-08-21,12,Friday,5,8,2015,Morning,Fraud
245015,4052848131106690,Dallas,PA,18612,9000,2015-09-07 17:13:54,50.62,13.449793811554,32.2393446626648,2015-09-07,17,Monday,1,9,2015,Afternoon,Fraud
245073,4052848131106690,Dallas,PA,18612,9000,2015-10-09 12:59:44,13.34,-76.0090274178403,41.342475499565,2015-10-09,12,Friday,5,10,2015,Morning,Fraud
245077,4052848131106690,Dallas,PA,18612,9000,2015-10-01 01:08:47,998.34,-75.9827691107239,41.3117849923833,2015-10-01,1,Thursday,4,10,2015,Late Night,Fraud
245089,4052848131106690,Dallas,PA,18612,9000,2015-10-10 06:20:53,46.01,-75.9801814106503,41.397044944542,2015-10-10,6,Saturday,6,10,2015,Late Night,Fraud
245166,4052848131106690,Dallas,PA,18612,9000,2015-09-26 01:46:11,7.71,13.3746458556205,19.2885334663282,2015-09-26,1,Saturday,6,9,2015,Late Night,Fraud
245189,4052848131106690,Dallas,PA,18612,9000,2015-09-24 18:07:42,70.76,69.1158253383126,47.7102972773082,2015-09-24,18,Thursday,4,9,2015,Afternoon,Fraud
245198,4052848131106690,Dallas,PA,18612,9000,2015-10-06 00:00:13,90.77,174.806971329382,23.2017982936308,2015-10-06,24,Tuesday,2,10,2015,Evening-Night,Fraud
245204,4052848131106690,Dallas,PA,18612,9000,2015-09-24 19:47:29,54.63,83.2747316557493,54.8759636384196,2015-09-24,19,Thursday,4,9,2015,Evening-Night,Fraud
245254,4052848131106690,Dallas,PA,18612,9000,2015-09-05 22:29:15,67.84,-174.340813773961,2.97727084443887,2015-09-05,22,Saturday,6,9,2015,Evening-Night,Fraud
245255,4052848131106690,Dallas,PA,18612,9000,2015-09-12 02:04:38,55.73,-75.8965753552794,41.325828751408,2015-09-12,2,Saturday,6,9,2015,Late Night,Fraud
245348,4052848131106690,Dallas,PA,18612,9000,2015-07-31 22:11:44,42.68,8.55253117274876,-33.632847650296,2015-07-31,22,Friday,5,7,2015,Evening-Night,Fraud
245418,4052848131106690,Dallas,PA,18612,9000,2015-09-13 21:47:40,63.9,16.3270432700554,11.2835350833548,2015-09-13,21,Sunday,0,9,2015,Evening-Night,Fraud
245468,8319213328536757,Richmond,MA,1254,20000,2015-08-31 04:33:37,129.26,-73.4134562084846,42.362701885598,2015-08-31,4,Monday,1,8,2015,Late Night,Fraud
245522,8319213328536757,Richmond,MA,1254,20000,2015-08-30 06:25:12,152.18,-73.3889423851423,42.4600253467439,2015-08-30,6,Sunday,0,8,2015,Late Night,Fraud
245611,8319213328536757,Richmond,MA,1254,20000,2015-08-02 06:14:34,67.34,-73.3180876910384,42.2987009816198,2015-08-02,6,Sunday,0,8,2015,Late Night,Fraud
245682,8319213328536757,Richmond,MA,1254,20000,2015-08-12 02:23:14,892.06,-73.3851281039108,42.4600224602293,2015-08-12,2,Wednesday,3,8,2015,Late Night,Fraud
245697,8319213328536757,Richmond,MA,1254,20000,2015-08-19 01:01:19,0.29,-73.3379106163131,42.4169865143553,2015-08-19,1,Wednesday,3,8,2015,Late Night,Fraud
245770,6702862097534967,Washington,NH,3280,12000,2015-09-20 19:44:49,0.01,-72.0422781047347,43.1229396798471,2015-09-20,19,Sunday,0,9,2015,Evening-Night,Fraud
245775,6702862097534967,Washington,NH,3280,12000,2015-10-15 16:34:50,136.87,30.9921616772626,51.5761812736834,2015-10-15,16,Thursday,4,10,2015,Afternoon,Fraud
246056,8089806479424934,New York,NY,10001,10000,2015-10-04 18:48:13,51.28,26.8535344968281,-8.52047030326203,2015-10-04,18,Sunday,0,10,2015,Afternoon,Fraud
246260,8089806479424934,New York,NY,10001,10000,2015-08-13 12:57:00,19.5,-74.0198817248895,40.7356918906672,2015-08-13,12,Thursday,4,8,2015,Morning,Fraud
246273,8089806479424934,New York,NY,10001,10000,2015-08-30 00:54:03,91.2,174.005668529859,42.0927412837145,2015-08-30,24,Sunday,0,8,2015,Evening-Night,Fraud
246275,8089806479424934,New York,NY,10001,10000,2015-09-26 19:18:04,43.54,7.37135727407581,48.7413626197835,2015-09-26,19,Saturday,6,9,2015,Evening-Night,Fraud
246307,8089806479424934,New York,NY,10001,10000,2015-08-06 22:38:53,68.92,3.38211719183131,-20.6161355841571,2015-08-06,22,Thursday,4,8,2015,Evening-Night,Fraud
246371,1492903951796501,Washington,NH,3280,10000,2015-07-31 16:07:44,215.18,-72.1162052007297,43.0853508593585,2015-07-31,16,Friday,5,7,2015,Afternoon,Fraud
246387,1492903951796501,Washington,NH,3280,10000,2015-08-14 02:37:05,225.43,-72.1492134526723,43.2049168246989,2015-08-14,2,Friday,5,8,2015,Late Night,Fraud
246388,1492903951796501,Washington,NH,3280,10000,2015-08-09 02:37:57,154.48,-72.0792327149224,43.1244560947692,2015-08-09,2,Sunday,0,8,2015,Late Night,Fraud
246406,1492903951796501,Washington,NH,3280,10000,2015-09-01 16:45:57,139.12,7.63372875460529,46.9924442927192,2015-09-01,16,Tuesday,2,9,2015,Afternoon,Fraud
246413,1492903951796501,Washington,NH,3280,10000,2015-08-03 02:03:45,130.06,-72.0834008922801,43.1409163107185,2015-08-03,2,Monday,1,8,2015,Late Night,Fraud
246421,1492903951796501,Washington,NH,3280,10000,2015-07-31 20:09:51,117.61,-72.1121857062461,43.1033642004195,2015-07-31,20,Friday,5,7,2015,Evening-Night,Fraud
246434,1492903951796501,Washington,NH,3280,10000,2015-07-31 21:25:16,956.53,-72.1595531164326,43.1090911024678,2015-07-31,21,Friday,5,7,2015,Evening-Night,Fraud
246449,1492903951796501,Washington,NH,3280,10000,2015-08-13 01:18:54,151.61,-72.0520322126844,43.232960799852,2015-08-13,1,Thursday,4,8,2015,Late Night,Fraud
246462,1492903951796501,Washington,NH,3280,10000,2015-09-26 21:05:58,148.69,32.4223951544514,24.3986794478246,2015-09-26,21,Saturday,6,9,2015,Evening-Night,Fraud
246493,7356547139163401,Houston,PA,15342,4000,2015-10-24 03:19:21,827.69,-80.1494773558219,40.1854749168313,2015-10-24,3,Saturday,6,10,2015,Late Night,Fraud
246495,7356547139163401,Houston,PA,15342,4000,2015-10-19 04:20:57,144.07,-80.1700506988092,40.3173563523904,2015-10-19,4,Monday,1,10,2015,Late Night,Fraud
246522,7356547139163401,Houston,PA,15342,4000,2015-09-11 18:12:44,107.3,122.7789194266,46.5869096074113,2015-09-11,18,Friday,5,9,2015,Afternoon,Fraud
246530,7356547139163401,Houston,PA,15342,4000,2015-09-03 01:14:46,111.76,-80.2463137935653,40.2214380684337,2015-09-03,1,Thursday,4,9,2015,Late Night,Fraud
246555,8896425420278012,Manchester,MA,1944,6000,2015-07-31 18:21:21,70.25,-70.7853646022498,42.6123237784811,2015-07-31,18,Friday,5,7,2015,Afternoon,Fraud
